sale_id,customer_id,product_id,branch_id,sale_date,quantity,unit_price,total_amount
SALE100274,CUST035,PROD011,BR001,2025-03-21,1,1985.74,1985.74
SALE100275,CUST048,PROD003,BR001,2025-03-21,1,637.78,637.78
SALE100276,CUST041,PROD003,BR006,2025-03-21,4,637.78,2551.12
SALE100277,CUST012,PROD005,BR005,2025-03-21,1,150.03,150.03
SALE100278,CUST014,PROD001,BR001,2025-03-21,6,2560.96,15365.76
SALE100279,CUST019,PROD013,BR002,2025-03-21,3,366.38,1099.14
SALE100280,CUST011,PROD006,BR007,2025-03-21,5,1302.26,6511.3
SALE100281,CUST034,PROD020,BR001,2025-03-21,4,390.53,1562.12
SALE100282,CUST029,PROD014,BR008,2025-03-21,3,1222.88,3668.64
SALE100283,CUST043,PROD019,BR010,2025-03-21,4,1566.83,6267.32
SALE100284,CUST022,PROD014,BR006,2025-03-21,3,1222.88,3668.64
SALE100285,CUST018,PROD008,BR003,2025-03-21,6,360.32,2161.92
SALE100286,CUST050,PROD010,BR001,2025-03-21,3,70.67,212.01
SALE100287,CUST044,PROD017,BR010,2025-03-21,5,281.65,1408.25
SALE100288,CUST016,PROD014,BR005,2025-03-21,6,1222.88,7337.28
SALE100289,CUST019,PROD009,BR003,2025-03-21,3,666.64,1999.92
SALE100290,CUST025,PROD001,BR006,2025-03-21,5,2560.96,12804.8
SALE100291,CUST014,PROD005,BR007,2025-03-21,1,150.03,150.03
SALE100292,CUST013,PROD020,BR002,2025-03-21,3,390.53,1171.59
SALE100293,CUST013,PROD002,BR001,2025-03-21,2,1286.48,2572.96
SALE100294,CUST050,PROD019,BR010,2025-03-21,3,1566.83,4700.49
SALE100295,CUST017,PROD019,BR008,2025-03-21,2,1566.83,3133.66
SALE100296,CUST008,PROD004,BR002,2025-03-21,2,104.97,209.94
SALE100297,CUST009,PROD008,BR009,2025-03-21,2,360.32,720.64
SALE100298,CUST047,PROD002,BR006,2025-03-21,6,1286.48,7718.88
SALE100299,CUST047,PROD005,BR004,2025-03-21,4,150.03,600.12
SALE100300,CUST029,PROD015,BR009,2025-03-21,2,2454.68,4909.36
