sale_id,customer_id,product_id,branch_id,sale_date,quantity,unit_price,total_amount
SALE100343,CUST028,PROD005,BR001,2025-03-22,3,150.03,450.09
SALE100344,CUST006,PROD007,BR010,2025-03-22,5,1590.78,7953.9
SALE100345,CUST048,PROD018,BR007,2025-03-22,2,568.6,1137.2
SALE100346,CUST029,PROD015,BR010,2025-03-22,6,2454.68,14728.08
SALE100347,CUST034,PROD018,BR010,2025-03-22,1,568.6,568.6
SALE100348,CUST042,PROD005,BR009,2025-03-22,3,150.03,450.09
SALE100349,CUST004,PROD010,BR004,2025-03-22,6,70.67,424.02
SALE100350,CUST011,PROD019,BR001,2025-03-22,5,1566.83,7834.15
SALE100351,CUST032,PROD013,BR010,2025-03-22,4,366.38,1465.52
SALE100352,CUST005,PROD005,BR001,2025-03-22,2,150.03,300.06
SALE100353,CUST040,PROD001,BR008,2025-03-22,5,2560.96,12804.8
SALE100354,CUST012,PROD020,BR006,2025-03-22,4,390.53,1562.12
SALE100355,CUST035,PROD017,BR006,2025-03-22,3,281.65,844.95
SALE100356,CUST025,PROD008,BR007,2025-03-22,2,360.32,720.64
SALE100357,CUST006,PROD016,BR010,2025-03-22,6,88.97,533.82
SALE100358,CUST044,PROD004,BR002,2025-03-22,6,104.97,629.82
SALE100359,CUST016,PROD009,BR003,2025-03-22,1,666.64,666.64
SALE100360,CUST018,PROD010,BR002,2025-03-22,6,70.67,424.02
SALE100361,CUST015,PROD013,BR008,2025-03-22,5,366.38,1831.9
SALE100362,CUST007,PROD013,BR009,2025-03-22,6,366.38,2198.28
SALE100363,CUST012,PROD018,BR002,2025-03-22,2,568.6,1137.2
SALE100364,CUST011,PROD009,BR009,2025-03-22,2,666.64,1333.28
SALE100365,CUST013,PROD009,BR001,2025-03-22,6,666.64,3999.84
SALE100366,CUST022,PROD007,BR004,2025-03-22,2,1590.78,3181.56
SALE100367,CUST019,PROD020,BR001,2025-03-22,2,390.53,781.06
SALE100368,CUST015,PROD004,BR006,2025-03-22,6,104.97,629.82
SALE100369,CUST041,PROD002,BR005,2025-03-22,4,1286.48,5145.92
SALE100370,CUST048,PROD013,BR008,2025-03-22,6,366.38,2198.28
SALE100371,CUST027,PROD015,BR009,2025-03-22,3,2454.68,7364.04
SALE100372,CUST031,PROD019,BR008,2025-03-22,6,1566.83,9400.98
SALE100373,CUST036,PROD012,BR004,2025-03-22,4,158.1,632.4
SALE100374,CUST022,PROD019,BR009,2025-03-22,6,1566.83,9400.98
SALE100375,CUST041,PROD014,BR003,2025-03-22,2,1222.88,2445.76
SALE100376,CUST001,PROD003,BR008,2025-03-22,3,637.78,1913.34
SALE100377,CUST016,PROD005,BR003,2025-03-22,1,150.03,150.03
SALE100378,CUST022,PROD010,BR008,2025-03-22,6,70.67,424.02
SALE100379,CUST037,PROD009,BR004,2025-03-22,3,666.64,1999.92
SALE100380,CUST032,PROD006,BR002,2025-03-22,3,1302.26,3906.78
SALE100381,CUST028,PROD015,BR010,2025-03-22,4,2454.68,9818.72
SALE100382,CUST026,PROD014,BR008,2025-03-22,2,1222.88,2445.76
SALE100383,CUST034,PROD008,BR008,2025-03-22,2,360.32,720.64
SALE100384,CUST013,PROD003,BR002,2025-03-22,3,637.78,1913.34
SALE100385,CUST030,PROD018,BR010,2025-03-22,6,568.6,3411.6
SALE100386,CUST050,PROD007,BR005,2025-03-22,5,1590.78,7953.9
SALE100387,CUST023,PROD008,BR008,2025-03-22,1,360.32,360.32
SALE100388,CUST038,PROD015,BR003,2025-03-22,6,2454.68,14728.08
SALE100389,CUST003,PROD018,BR006,2025-03-22,2,568.6,1137.2
SALE100390,CUST008,PROD014,BR010,2025-03-22,6,1222.88,7337.28
SALE100391,CUST015,PROD019,BR009,2025-03-22,4,1566.83,6267.32
SALE100392,CUST005,PROD016,BR010,2025-03-22,3,88.97,266.91
SALE100393,CUST042,PROD007,BR001,2025-03-22,4,1590.78,6363.12
SALE100394,CUST007,PROD004,BR009,2025-03-22,5,104.97,524.85
SALE100395,CUST019,PROD013,BR007,2025-03-22,6,366.38,2198.28
SALE100396,CUST029,PROD005,BR005,2025-03-22,4,150.03,600.12
SALE100397,CUST036,PROD010,BR004,2025-03-22,1,70.67,70.67
SALE100398,CUST018,PROD011,BR010,2025-03-22,5,1985.74,9928.7
SALE100399,CUST021,PROD002,BR009,2025-03-22,6,1286.48,7718.88
SALE100400,CUST048,PROD012,BR001,2025-03-22,6,158.1,948.6
