sale_id,customer_id,product_id,branch_id,sale_date,quantity,unit_price,total_amount
SALE100164,CUST043,PROD015,BR001,2025-03-20,2,2454.68,4909.36
SALE100165,CUST040,PROD019,BR004,2025-03-20,6,1566.83,9400.98
SALE100166,CUST046,PROD013,BR001,2025-03-20,5,366.38,1831.9
SALE100167,CUST030,PROD006,BR007,2025-03-20,6,1302.26,7813.56
SALE100168,CUST045,PROD018,BR010,2025-03-20,4,568.6,2274.4
SALE100169,CUST044,PROD014,BR003,2025-03-20,6,1222.88,7337.28
SALE100170,CUST024,PROD003,BR008,2025-03-20,5,637.78,3188.9
SALE100171,CUST005,PROD014,BR005,2025-03-20,3,1222.88,3668.64
SALE100172,CUST043,PROD013,BR008,2025-03-20,4,366.38,1465.52
SALE100173,CUST034,PROD008,BR010,2025-03-20,4,360.32,1441.28
SALE100174,CUST033,PROD001,BR010,2025-03-20,6,2560.96,15365.76
SALE100175,CUST017,PROD002,BR006,2025-03-20,6,1286.48,7718.88
SALE100176,CUST031,PROD004,BR010,2025-03-20,4,104.97,419.88
SALE100177,CUST035,PROD010,BR003,2025-03-20,2,70.67,141.34
SALE100178,CUST004,PROD017,BR009,2025-03-20,6,281.65,1689.9
SALE100179,CUST042,PROD018,BR005,2025-03-20,6,568.6,3411.6
SALE100180,CUST022,PROD017,BR010,2025-03-20,1,281.65,281.65
SALE100181,CUST038,PROD003,BR010,2025-03-20,1,637.78,637.78
SALE100182,CUST029,PROD017,BR001,2025-03-20,1,281.65,281.65
SALE100183,CUST008,PROD011,BR009,2025-03-20,6,1985.74,11914.44
SALE100184,CUST030,PROD008,BR010,2025-03-20,5,360.32,1801.6
SALE100185,CUST048,PROD016,BR002,2025-03-20,4,88.97,355.88
SALE100186,CUST033,PROD013,BR001,2025-03-20,6,366.38,2198.28
SALE100187,CUST048,PROD008,BR008,2025-03-20,3,360.32,1080.96
SALE100188,CUST042,PROD006,BR008,2025-03-20,2,1302.26,2604.52
SALE100189,CUST030,PROD015,BR006,2025-03-20,6,2454.68,14728.08
SALE100190,CUST038,PROD008,BR002,2025-03-20,2,360.32,720.64
SALE100191,CUST022,PROD006,BR004,2025-03-20,4,1302.26,5209.04
SALE100192,CUST017,PROD002,BR008,2025-03-20,2,1286.48,2572.96
SALE100193,CUST011,PROD013,BR010,2025-03-20,4,366.38,1465.52
SALE100194,CUST011,PROD009,BR010,2025-03-20,2,666.64,1333.28
SALE100195,CUST026,PROD019,BR007,2025-03-20,4,1566.83,6267.32
SALE100196,CUST006,PROD009,BR010,2025-03-20,5,666.64,3333.2
SALE100197,CUST010,PROD005,BR008,2025-03-20,1,150.03,150.03
SALE100198,CUST004,PROD007,BR010,2025-03-20,6,1590.78,9544.68
SALE100199,CUST007,PROD010,BR010,2025-03-20,5,70.67,353.35
SALE100200,CUST008,PROD003,BR009,2025-03-20,6,637.78,3826.68
